NO,주소2(동),단지명,전용면적(㎡),평수,계약년월,계약년,계약월,계약일,거래금액(만원),층,건축년도,도로명
1,후평동,한신,84.97,25.703425,202504,2025,4,21,13000,11,1991,부평길 7
2,칠전동,칠전2차대우,84.9583,25.69988575,202504,2025,4,21,19000,3,2002,칠전서길 15-2
3,삼천동,춘천파크자이,64.8151,19.60656775,202504,2025,4,20,39900,14,2020,스포츠타운길 460
4,석사동,퇴계주공4,59.99,18.146975,202504,2025,4,19,20000,5,1998,퇴계로 242
5,온의동,춘천센트럴파크푸르지오,74.8802,22.6512605,202504,2025,4,19,49700,31,2021,스포츠타운길 501
6,우두동,춘천우두이지더원시그니처,84.9667,25.70242675,202504,2025,4,19,42500,9,2021,우두1길 70
7,동내면,현대성우오스타,84.96,25.7004,202504,2025,4,18,28700,1,2009,춘천순환로 93
8,석사동,퇴계주공4,49.29,14.910225,202504,2025,4,18,15000,13,1998,퇴계로 242
9,효자동,동보,28.38,8.58495,202504,2025,4,18,5750,8,1999,공지로200번길 13
10,우두동,춘천파크에뷰,84.83,25.661075,202504,2025,4,18,37500,24,2020,우두1길 129
11,퇴계동,중앙하이츠빌3단지,84.9859,25.70823475,202504,2025,4,18,33300,5,2008,지석로 10
12,우두동,춘천우두이지더원시그니처,84.9667,25.70242675,202504,2025,4,18,42000,9,2021,우두1길 70
13,소양로2가,소양로현대,59.96,18.1379,202504,2025,4,18,13950,1,1998,모수물길 60
14,후평동,주공5,47.01,14.220525,202504,2025,4,18,12300,1,1989,후만로 15
15,효자동,신아,32.16,9.7284,202504,2025,4,18,6400,5,1997,백령로75번길 7
16,석사동,석사동현진에버빌1차,84.999,25.7121975,202504,2025,4,17,32850,14,2004,지석로 97
17,석사동,석사동현진에버빌1차,84.999,25.7121975,202504,2025,4,17,34500,10,2004,지석로 97
18,칠전동,대우,59.88,18.1137,202504,2025,4,17,12800,12,1999,옛경춘로 492
19,후평동,현대1차,84.81,25.655025,202504,2025,4,17,16200,10,1988,삭주로 113
20,후평동,세경3차아파트,49.68,15.0282,202504,2025,4,17,8500,15,1991,삭주로 125
21,퇴계동,이편한세상춘천한숲시티,59.8597,18.10755925,202504,2025,4,17,39900,14,2019,안마산로 133
22,소양로2가,e편한세상춘천,78.318,23.691195,202504,2025,4,17,34800,15,2014,서부대성로 33
23,석사동,석사대우,134.34,40.63785,202504,2025,4,17,38000,7,1998,우석로101번길 86
24,온의동,온의금호1차,72.24,21.8526,202504,2025,4,17,21000,15,1990,스포츠타운길 535
25,퇴계동,퇴계주공1차,49.71,15.037275,202504,2025,4,17,16100,11,2000,퇴계로 167
26,동내면,부영2차,84.9763,25.70533075,202504,2025,4,16,23000,4,2003,춘천순환로94번길 12
27,후평동,한신,84.97,25.703425,202504,2025,4,16,17400,12,1991,부평길 7
28,사농동,춘천뉴시티코아루,84.9808,25.706692,202504,2025,4,16,27000,5,2013,영서로 2922
29,우두동,춘천우두이지더원시그니처,84.9667,25.70242675,202504,2025,4,16,43700,25,2021,우두1길 70
30,온의동,럭키,84.97,25.703425,202504,2025,4,16,19700,4,1993,영서로 2317
31,신북읍,소양강양우내안애,47.6264,14.406986,202504,2025,4,16,9800,6,2012,신샘밭로 733
32,퇴계동,이편한세상춘천한숲시티,84.8462,25.6659755,202504,2025,4,15,55750,24,2019,안마산로 133
33,석사동,신우,84.99,25.709475,202504,2025,4,15,20000,6,1994,공지로 111
34,사농동,롯데캐슬2단지,84.99,25.709475,202504,2025,4,15,28300,4,2008,마장길 60
35,우두동,동부,84.961,25.7007025,202504,2025,4,15,17000,4,1994,충열로 32
36,후평동,세경3차아파트,49.68,15.0282,202504,2025,4,15,7000,10,1991,삭주로 125
37,퇴계동,퇴계2주공,59.99,18.146975,202504,2025,4,15,18800,13,1999,퇴계로 168
38,퇴계동,퇴계주공6차,59.83,18.098575,202504,2025,4,15,19000,1,2002,지석로 64
39,동면,춘천장학아이파크,84.9428,25.695197,202504,2025,4,14,32000,1,2012,만천로 242
40,석사동,진흥,59.15,17.892875,202504,2025,4,14,16150,6,1997,후석로186번길 9
41,후평동,석사2,58.14,17.58735,202504,2025,4,14,10900,4,1995,후석로228번길 24
42,석사동,휴먼타운,84.89,25.679225,202504,2025,4,14,25000,8,2002,지석로 29
43,동내면,부영3차,59.8404,18.101721,202504,2025,4,13,20500,3,2003,춘천순환로94번길 12
44,우두동,춘천우두이지더원시그니처,67.9628,20.558747,202504,2025,4,13,39300,7,2021,우두1길 70
45,온의동,온의롯데캐슬스카이클래스,84.796,25.65079,202504,2025,4,13,51000,8,2015,방송길 70
46,효자동,현진에버빌3차,84.954,25.698585,202504,2025,4,13,35000,3,2014,춘천로 120
47,퇴계동,퇴계2주공,59.99,18.146975,202504,2025,4,12,18000,8,1999,퇴계로 168
48,온의동,온의롯데캐슬스카이클래스,125.709,38.0269725,202504,2025,4,12,80000,15,2015,방송길 70
49,퇴계동,뜨란채,84.94,25.69435,202504,2025,4,12,27800,13,2006,승지골길16번길 47
50,후평동,춘천후평우미린뉴시티,84.974,25.704635,202504,2025,4,12,48300,18,2021,보안길 36
51,석사동,휴먼타운,84.89,25.679225,202504,2025,4,12,27500,11,2002,지석로 29
52,온의동,온의롯데캐슬스카이클래스,84.796,25.65079,202504,2025,4,12,55750,30,2015,방송길 70
53,칠전동,춘천칠전사랑으로부영,59.9381,18.13127525,202504,2025,4,12,18500,11,2012,칠전서길 45
54,석사동,휴먼타운,84.89,25.679225,202504,2025,4,12,26000,11,2002,지석로 29
55,후평동,춘천일성트루엘더퍼스트,68.989,20.8691725,202504,2025,4,12,33000,9,2018,백령로 215
56,후평동,춘천일성트루엘더퍼스트,59.958,18.137295,202504,2025,4,12,30000,11,2018,백령로 215
57,석사동,진흥,59.15,17.892875,202504,2025,4,12,14000,2,1997,후석로186번길 9
58,퇴계동,퇴계2주공,59.99,18.146975,202504,2025,4,12,17800,18,1999,퇴계로 168
59,후평동,현대1차,84.81,25.655025,202504,2025,4,12,17800,12,1988,삭주로 113
60,후평동,춘천일성트루엘더퍼스트,59.958,18.137295,202504,2025,4,12,28900,16,2018,백령로 215
61,효자동,현진에버빌3차,84.954,25.698585,202504,2025,4,12,34000,5,2014,춘천로 120
62,효자동,현진에버빌3차,84.954,25.698585,202504,2025,4,12,35000,7,2014,춘천로 120
63,사농동,현대,59.84,18.1016,202504,2025,4,11,16900,8,2002,영서로 2920
64,석사동,휴먼타운,84.89,25.679225,202504,2025,4,11,27000,14,2002,지석로 29
65,퇴계동,퇴계2주공,59.99,18.146975,202504,2025,4,11,19750,8,1999,퇴계로 168
66,약사동,춘천롯데캐슬위너클래스,73.3606,22.1915815,202504,2025,4,11,53000,18,2024,방송길 41
67,온의동,럭키,84.97,25.703425,202504,2025,4,11,21000,10,1993,영서로 2317
68,근화동,청와,39.7,12.00925,202504,2025,4,11,11000,3,1991,중앙로190번길 79
69,동내면,부영1차,84.9763,25.70533075,202504,2025,4,11,28500,17,2003,춘천순환로94번길 12
70,퇴계동,퇴계2주공,59.99,18.146975,202504,2025,4,11,18300,13,1999,퇴계로 168
71,석사동,신도브래뉴,84.9618,25.7009445,202504,2025,4,11,31500,4,2007,공지로 69-10
72,온의동,춘천센트럴타워푸르지오,84.9238,25.6894495,202504,2025,4,11,60800,23,2022,방송길 77
73,온의동,마젤란,84.8552,25.668698,202504,2025,4,10,36000,10,2007,영서로 2329
74,약사동,춘천롯데캐슬위너클래스,84.5453,25.57495325,202504,2025,4,10,56000,2,2024,방송길 41
75,석사동,퇴계3주공,84.79,25.648975,202504,2025,4,10,24300,14,1999,퇴계로 220-19
76,우두동,춘천우두이지더원시그니처,84.9667,25.70242675,202504,2025,4,10,42900,20,2021,우두1길 70
77,동면,춘천장학아이파크,84.8976,25.681524,202504,2025,4,10,33000,5,2012,만천로 242
78,신북읍,소양강양우내안애,60.6314,18.3409985,202504,2025,4,10,11200,15,2012,신샘밭로 733
79,석사동,석사대우,89.31,27.016275,202504,2025,4,10,26300,1,1998,우석로101번길 86
80,우두동,춘천파크에뷰,84.83,25.661075,202504,2025,4,10,37400,16,2020,우두1길 129
81,후평동,춘천더샵,127.2412,38.490463,202504,2025,4,10,40200,17,2008,후석로 325
82,온의동,온의롯데캐슬스카이클래스,84.796,25.65079,202504,2025,4,10,55700,26,2015,방송길 70
83,후평동,봉의,41.571,12.5752275,202504,2025,4,10,7000,4,1975,후석로441번길 40
84,후평동,춘천후평우미린뉴시티,59.888,18.11612,202504,2025,4,10,34500,7,2021,보안길 36
85,소양로2가,e편한세상춘천,104.796,31.70079,202504,2025,4,10,45500,17,2014,서부대성로 33
86,후평동,춘천후평우미린뉴시티,77.752,23.51998,202504,2025,4,10,41200,25,2021,보안길 36
87,동면,장학엘에이치해온채,84.97,25.703425,202504,2025,4,9,29800,17,2014,소양강로 102
88,퇴계동,춘천퇴계 세영리첼아파트,72.794,22.020185,202504,2025,4,9,34000,6,2018,김유정로 1866
89,석사동,휴먼타운,84.89,25.679225,202504,2025,4,9,25000,12,2002,지석로 29
90,사농동,현대,96.219,29.1062475,202504,2025,4,9,23300,4,2002,영서로 2920
91,효자동,동보,28.38,8.58495,202504,2025,4,9,5550,7,1999,공지로200번길 13
92,퇴계동,이편한세상춘천한숲시티,84.8462,25.6659755,202504,2025,4,9,57700,28,2019,안마산로 133
93,석사동,석사부영,59.76,18.0774,202504,2025,4,9,13400,5,1998,우석로101번길 83
94,퇴계동,퇴계2주공,49.79,15.061475,202504,2025,4,8,15650,14,1999,퇴계로 168
95,퇴계동,이편한세상춘천한숲시티,100.7683,30.48241075,202504,2025,4,8,68500,2,2019,안마산로 133
96,후평동,후평현대2차,84.842,25.664705,202504,2025,4,8,15000,2,1990,후석로326번길 13
97,약사동,춘천롯데캐슬위너클래스,84.5453,25.57495325,202504,2025,4,8,59600,17,2024,방송길 41
98,석사동,휴먼타운,84.89,25.679225,202504,2025,4,8,24000,3,2002,지석로 29
99,후평동,현대1차,71.55,21.643875,202504,2025,4,8,15450,7,1988,삭주로 113
100,후평동,주공4,49.22,14.88905,202504,2025,4,8,9900,4,1985,후만로98번길 9
101,사농동,춘천뉴시티코아루,84.9808,25.706692,202504,2025,4,8,24500,1,2013,영서로 2922
102,우두동,동부,84.961,25.7007025,202504,2025,4,8,16900,1,1994,충열로 32
103,석사동,신우,84.99,25.709475,202504,2025,4,8,20700,6,1994,공지로 111
104,퇴계동,이편한세상춘천한숲시티,74.9085,22.65982125,202504,2025,4,8,49000,18,2019,안마산로 133
105,후평동,초록지붕8차,84.3684,25.521441,202504,2025,4,8,21300,8,2010,세실로 260
106,후평동,세경3차아파트,49.68,15.0282,202504,2025,4,7,8700,7,1991,삭주로 125
107,석사동,현대,99.921,30.2261025,202504,2025,4,7,26400,3,1998,퇴계로 220-20
108,석사동,삼익2,84.36,25.5189,202504,2025,4,7,19400,1,1992,공지로 69-9
109,퇴계동,이편한세상춘천한숲시티,84.8265,25.66001625,202504,2025,4,7,55000,20,2019,안마산로 133
110,퇴계동,이편한세상춘천한숲시티,84.8265,25.66001625,202504,2025,4,7,57500,16,2019,안마산로 133
111,석사동,석사근로복지,46.99,14.214475,202504,2025,4,7,13400,2,1991,효석로67번길 23
112,근화동,신성미소지움,59.92,18.1258,202504,2025,4,7,24000,14,2007,근화길15번길 26
113,퇴계동,금호2차,84.6,25.5915,202504,2025,4,7,16500,1,1993,안마산로 214
114,퇴계동,현진,59.949,18.1345725,202504,2025,4,7,14000,5,1994,춘주로 150
115,석사동,퇴계주공4,59.99,18.146975,202504,2025,4,6,18300,14,1998,퇴계로 242
116,퇴계동,퇴계현대2차,43.2,13.068,202504,2025,4,6,9300,15,1994,행촌로 14
117,온의동,온의롯데캐슬스카이클래스,84.796,25.65079,202504,2025,4,6,53000,30,2015,방송길 70
118,퇴계동,퇴계2주공,59.99,18.146975,202504,2025,4,5,18700,15,1999,퇴계로 168
119,후평동,춘천더샵,67.025,20.2750625,202504,2025,4,5,28000,15,2008,후석로 325
120,삼천동,춘천파크자이,64.8603,19.62024075,202504,2025,4,5,41900,14,2020,스포츠타운길 460
121,온의동,온의롯데캐슬스카이클래스,84.796,25.65079,202504,2025,4,5,51300,4,2015,방송길 70
122,퇴계동,중앙하이츠빌3단지,106.9299,32.34629475,202504,2025,4,5,36250,3,2008,지석로 10
123,퇴계동,한주,134.43,40.665075,202504,2025,4,5,16000,4,1993,안마산로 217
124,동내면,부영3차,59.8404,18.101721,202504,2025,4,5,22500,3,2003,춘천순환로94번길 12
125,퇴계동,퇴계주공6차,59.92,18.1258,202504,2025,4,5,21500,12,2002,지석로 64
126,신북읍,소양강양우내안애,38.1055,11.52691375,202504,2025,4,5,7900,10,2012,신샘밭로 733
127,퇴계동,이편한세상춘천한숲시티,84.8462,25.6659755,202504,2025,4,5,57000,7,2019,안마산로 133
128,후평동,초록지붕8차,84.8803,25.67629075,202504,2025,4,5,20800,2,2010,세실로 260
129,석사동,청구,59.965,18.1394125,202504,2025,4,5,15700,12,1997,서부대성로 332
130,퇴계동,퇴계이안,84.9877,25.70877925,202504,2025,4,4,33500,10,2007,영서로 2169
131,후평동,석사2,58.14,17.58735,202504,2025,4,4,12800,15,1995,후석로228번길 24
132,후평동,춘천후평우미린뉴시티,68.618,20.756945,202504,2025,4,4,37000,16,2021,보안길 36
133,퇴계동,뜨란채,84.94,25.69435,202504,2025,4,4,26300,2,2006,승지골길16번길 47
134,석사동,진흥,59.15,17.892875,202504,2025,4,4,13800,1,1997,후석로186번길 9
135,후평동,춘천후평우미린뉴시티,68.618,20.756945,202504,2025,4,4,37100,31,2021,보안길 36
136,약사동,모아엘가센텀뷰아파트,84.9557,25.69909925,202504,2025,4,4,47800,12,2022,공지로 400
137,퇴계동,퇴계현대2차,59.76,18.0774,202504,2025,4,4,15200,4,1994,행촌로 14
138,동면,대동다:숲아파트,84.6937,25.61984425,202504,2025,4,4,26700,9,2008,후석로326번길 63
139,퇴계동,퇴계현대1차,84.99,25.709475,202504,2025,4,4,19100,9,1994,춘주로 162
140,요선동,춘천요선동한신'휴'플러스아파트,84.6937,25.61984425,202504,2025,4,4,25700,2,2007,서부대성로 34
141,퇴계동,쌍용스윗닷홈,84.879,25.6758975,202504,2025,4,3,35000,19,2005,춘주로 176-22
142,소양로2가,e편한세상춘천,84.966,25.702215,202504,2025,4,3,33800,4,2014,서부대성로 33
143,효자동,동보,37.2,11.253,202504,2025,4,3,7000,2,1999,공지로200번길 13
144,퇴계동,퇴계2주공,49.62,15.01005,202504,2025,4,3,15450,12,1999,퇴계로 168
145,퇴계동,퇴계주공1차,49.71,15.037275,202504,2025,4,3,14250,2,2000,퇴계로 167
146,온의동,온의롯데캐슬스카이클래스,84.796,25.65079,202504,2025,4,3,52700,31,2015,방송길 70
147,후평동,춘천후평우미린뉴시티,59.888,18.11612,202504,2025,4,3,34000,18,2021,보안길 36
148,퇴계동,퇴계현대2차,59.76,18.0774,202504,2025,4,2,14000,14,1994,행촌로 14
149,온의동,춘천센트럴타워푸르지오,84.9894,25.7092935,202504,2025,4,2,75000,42,2022,방송길 77
150,석사동,현진에버빌2차,84.96,25.7004,202504,2025,4,2,37600,13,2005,지석로 67
151,후평동,석사2,58.14,17.58735,202504,2025,4,2,13400,14,1995,후석로228번길 24
152,퇴계동,퇴계2주공,49.79,15.061475,202504,2025,4,2,14500,14,1999,퇴계로 168
153,퇴계동,중앙하이츠빌2단지,84.9589,25.70006725,202504,2025,4,2,32400,5,2007,영서로2141번길 25
154,사농동,롯데캐슬2단지,84.97,25.703425,202504,2025,4,2,28000,12,2008,마장길 60
155,퇴계동,퇴계주공6차,59.83,18.098575,202504,2025,4,2,18500,1,2002,지석로 64
156,우두동,춘천우두이지더원시그니처,67.7744,20.501756,202504,2025,4,2,37000,9,2021,우두1길 70
157,퇴계동,뜨란채,84.94,25.69435,202504,2025,4,2,26800,7,2006,승지골길16번길 47
158,석사동,현대,99.931,30.2291275,202504,2025,4,2,26500,10,1998,퇴계로 220-20
159,효자동,동보,28.38,8.58495,202504,2025,4,1,6400,7,1999,공지로200번길 13
160,효자동,효자코아루웰라움,66.9094,20.2400935,202504,2025,4,1,26500,18,2019,공지로218번길 26
161,퇴계동,휴먼시아남춘천2단지,84.97,25.703425,202504,2025,4,1,33000,12,2010,퇴계로 128
162,석사동,석사동현진에버빌1차,84.999,25.7121975,202504,2025,4,1,33000,3,2004,지석로 97
163,온의동,온의롯데캐슬스카이클래스,154.142,46.627955,202504,2025,4,1,95000,12,2015,방송길 70
164,우두동,춘천우두이지더원시그니처,84.9667,25.70242675,202504,2025,4,1,45300,13,2021,우두1길 70
165,동내면,호반베르디움,84.8387,25.66370675,202504,2025,4,1,35700,10,2009,외솔길19번길 80-7
166,동내면,부영2차,84.9763,25.70533075,202504,2025,4,1,25500,11,2003,춘천순환로94번길 12
167,후평동,동아,102,30.855,202503,2025,3,31,21500,7,1995,서부대성로 327
168,칠전동,칠전2차대우,84.9508,25.697617,202503,2025,3,31,21850,4,2002,칠전서길 15-2
169,동면,춘천KCC스위첸,84.972,25.70403,202503,2025,3,31,26800,9,2009,만천로 69
170,온의동,춘천센트럴타워푸르지오,84.9751,25.70496775,202503,2025,3,31,71000,11,2022,방송길 77
171,석사동,신우,84.99,25.709475,202503,2025,3,31,17800,1,1994,공지로 111
172,퇴계동,퇴계현대1차,59.94,18.13185,202503,2025,3,31,16600,11,1994,춘주로 162
173,석사동,현진에버빌2차,153.57,46.454925,202503,2025,3,31,74000,15,2005,지석로 67
174,후평동,후평주공6단지,59.12,17.8838,202503,2025,3,31,14000,4,1989,후만로 37
175,후평동,주공5,39.3,11.88825,202503,2025,3,31,10000,1,1989,후만로 15
176,사농동,현대,68.366,20.680715,202503,2025,3,31,17800,15,2002,영서로 2920
177,후평동,춘천더샵,59.9286,18.1284015,202503,2025,3,31,27700,9,2008,후석로 325
178,우두동,춘천우두이지더원시그니처,84.9667,25.70242675,202503,2025,3,31,44400,26,2021,우두1길 70
179,석사동,현진에버빌2차,84.96,25.7004,202503,2025,3,31,34500,6,2005,지석로 67
180,석사동,삼익2,73.34,22.18535,202503,2025,3,31,15900,6,1991,공지로 69-9
181,퇴계동,퇴계2주공,59.99,18.146975,202503,2025,3,30,16950,2,1999,퇴계로 168
182,후평동,춘천일성트루엘더퍼스트,84.989,25.7091725,202503,2025,3,30,39200,7,2018,백령로 215
183,근화동,신성미소지움,84.97,25.703425,202503,2025,3,30,31900,8,2007,근화길15번길 26
184,퇴계동,퇴계현대2차,59.76,18.0774,202503,2025,3,30,16200,12,1994,행촌로 14
185,후평동,춘천후평우미린뉴시티,59.888,18.11612,202503,2025,3,29,33500,2,2021,보안길 36
186,삼천동,춘천파크자이,74.8034,22.6280285,202503,2025,3,29,47700,18,2020,스포츠타운길 460
187,퇴계동,이편한세상춘천한숲시티,74.9085,22.65982125,202503,2025,3,29,47500,15,2019,안마산로 133
188,효자동,동보,28.38,8.58495,202503,2025,3,29,5970,4,1999,공지로200번길 13
189,동내면,부영1차,84.9763,25.70533075,202503,2025,3,29,28900,11,2003,춘천순환로94번길 12
190,온의동,춘천센트럴타워푸르지오,84.9238,25.6894495,202503,2025,3,29,61200,33,2022,방송길 77
191,근화동,청와,39.7,12.00925,202503,2025,3,29,9000,6,1991,중앙로190번길 79
192,동내면,부영2차,84.9763,25.70533075,202503,2025,3,29,22700,3,2003,춘천순환로94번길 12
193,후평동,현대1차,84.81,25.655025,202503,2025,3,29,15900,9,1988,삭주로 113
194,퇴계동,한주,84.6,25.5915,202503,2025,3,29,17000,10,1993,안마산로 217
195,석사동,퇴계3주공,84.79,25.648975,202503,2025,3,29,23000,6,1999,퇴계로 220-19
196,동면,장학엘에이치해온채,84.85,25.667125,202503,2025,3,29,32800,8,2014,소양강로 102
197,퇴계동,일성2,59.803,18.0904075,202503,2025,3,29,17500,17,1996,우묵길78번길 25
198,퇴계동,쌍용스윗닷홈,84.879,25.6758975,202503,2025,3,29,38500,12,2005,춘주로 176-22
199,퇴계동,뜨란채,84.94,25.69435,202503,2025,3,29,28000,6,2006,승지골길16번길 47
200,퇴계동,금호2차,84.6,25.5915,202503,2025,3,29,19000,6,1993,안마산로 214
201,퇴계동,금호2차,59.82,18.09555,202503,2025,3,29,15000,1,1993,안마산로 214
202,온의동,한주,59.91,18.122775,202503,2025,3,29,16400,11,1995,스포츠타운길 528-12
203,동면,두산위브,84.991,25.7097775,202503,2025,3,29,30800,12,2008,삭주로 231
204,후평동,석사2,51.66,15.62715,202503,2025,3,29,9500,15,1994,후석로228번길 24
205,석사동,진흥,59.15,17.892875,202503,2025,3,28,16900,11,1997,후석로186번길 9
206,석사동,진흥,59.15,17.892875,202503,2025,3,28,16000,6,1997,후석로186번길 9
207,퇴계동,퇴계주공1차,49.71,15.037275,202503,2025,3,28,15900,17,2000,퇴계로 167
208,퇴계동,휴먼시아남춘천2단지,84.95,25.697375,202503,2025,3,28,34500,3,2010,퇴계로 128
209,근화동,신성미소지움,111.72,33.7953,202503,2025,3,28,44000,4,2007,근화길15번길 26
210,근화동,신성미소지움,59.92,18.1258,202503,2025,3,27,25800,14,2007,근화길15번길 26
211,후평동,후평주공7단지,39.3,11.88825,202503,2025,3,27,9000,3,1989,후만로 56
212,석사동,두산,59.97,18.140925,202503,2025,3,27,16500,4,1997,후석로186번길 25
213,동면,그린하이츠,59.94,18.13185,202503,2025,3,27,9400,8,1995,가산로 95-55
214,후평동,춘천일성트루엘더퍼스트,84.989,25.7091725,202503,2025,3,27,42000,20,2018,백령로 215
215,퇴계동,퇴계2주공,49.62,15.01005,202503,2025,3,27,14500,2,1999,퇴계로 168
216,퇴계동,일성2,59.803,18.0904075,202503,2025,3,27,17400,8,1996,우묵길78번길 25
217,후평동,춘천일성트루엘더퍼스트,59.958,18.137295,202503,2025,3,27,31100,16,2018,백령로 215
218,퇴계동,퇴계2주공,49.62,15.01005,202503,2025,3,27,15300,11,1999,퇴계로 168
219,후평동,춘천일성트루엘더퍼스트,84.989,25.7091725,202503,2025,3,27,41000,10,2018,백령로 215
220,퇴계동,금호2차,84.6,25.5915,202503,2025,3,26,17600,1,1993,안마산로 214
221,칠전동,춘천칠전사랑으로부영,59.9381,18.13127525,202503,2025,3,26,17800,14,2012,칠전서길 45
222,퇴계동,이편한세상춘천한숲시티,84.8462,25.6659755,202503,2025,3,26,56500,9,2019,안마산로 133
223,약사동,춘천롯데캐슬위너클래스,73.3606,22.1915815,202503,2025,3,26,50800,9,2024,방송길 41
224,우두동,롯데인벤스,84.93,25.691325,202503,2025,3,26,27000,5,2006,충열로 29
225,동내면,부영3차,59.8404,18.101721,202503,2025,3,26,20200,6,2003,춘천순환로94번길 12
226,동면,춘천장학사랑으로부영,143.1284,43.296341,202503,2025,3,26,43000,2,2015,소양강로 104
227,후평동,춘천일성트루엘더퍼스트,68.94,20.85435,202503,2025,3,25,34200,4,2018,백령로 215
228,온의동,춘천센트럴타워푸르지오,84.9751,25.70496775,202503,2025,3,25,71000,27,2022,방송길 77
229,석사동,석사부영,59.76,18.0774,202503,2025,3,25,11700,14,1998,우석로101번길 83
230,퇴계동,퇴계우성,84.933,25.6922325,202503,2025,3,25,21800,1,1999,국사봉길 7
231,석사동,그랜드,84.95,25.697375,202503,2025,3,25,23600,10,1998,우석로101번길 20
232,석사동,휴먼타운,84.89,25.679225,202503,2025,3,25,27000,13,2002,지석로 29
233,소양로2가,e편한세상춘천,84.966,25.702215,202503,2025,3,25,37100,12,2014,서부대성로 33
234,석사동,휴먼타운,69.36,20.9814,202503,2025,3,25,18200,1,2002,지석로 29
235,후평동,춘천후평우미린뉴시티,59.888,18.11612,202503,2025,3,25,34200,18,2021,보안길 36
236,퇴계동,이편한세상춘천한숲시티,59.8597,18.10755925,202503,2025,3,25,41000,5,2019,안마산로 133
237,후평동,크로바아파트,53.325,16.1308125,202503,2025,3,25,6400,5,1982,춘천로281번길 15
238,후평동,석사2,51.66,15.62715,202503,2025,3,24,10500,13,1994,후석로228번길 24
239,우두동,춘천파크에뷰,84.83,25.661075,202503,2025,3,24,38500,25,2020,우두1길 129
240,퇴계동,퇴계주공1차,49.71,15.037275,202503,2025,3,24,16400,18,2000,퇴계로 167
241,온의동,금호3,59.86,18.10765,202503,2025,3,24,16500,8,1994,영서로 2319
242,석사동,퇴계주공4,59.99,18.146975,202503,2025,3,24,16800,1,1998,퇴계로 242
243,효자동,동보,37.2,11.253,202503,2025,3,24,8000,2,1999,공지로200번길 13
